conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,response_behavior,response_quality
50071,50070,50069,@AppleSupport 😰,@127212 We'd like to help any way we can over Twitter. Please DM us the country you're located in here: https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
50074,50074,50073,What did i wrong? Any version of ios 11 drains my battery. I have to charge It twice a day. Apple please....,@127213 We'd like to help. Check out these steps on how to maximize your battery life: https://t.co/bivpdfBNJ6,troubleshooting,actionable
50076,50076,50075,The update sucks! How long before you fix all the bugs? This is ridiculous,@127214 Let's work on resolving the issues together. DM us what is happening and we can go from there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
50078,50078,50077,Why tf every time I️ type I️ it come out looking stupid with boxes and it always changes to I.T. I’m annoyed @115858,@127215 We’re glad you reached out! Let us help with your device. DM us your exact iOS version to proceed. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
50082,50082,50081,iOS 11.1 on iPhone 6 Battery drain increased. You guys should retire gracefully if you can’t solve simple problem,@127217 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
50082,50080,50079,Same here. It’s much worse. It’s as if you guys are deliberately ignoring this problem.,@127216 We'd be happy to see how we can help. DM us which device and OS version you're using to get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
50089,50089,50088,"Can't update iPhone software, restarted phone and reconnected internet still not working",@127218 Let's look into this together. Which model of iPhone are you using? Here's a great guide to help: https://t.co/Ui1yTnOCUz,information_request,actionable
50091,50091,50090,RT @127220: Is yall gonna fix ios11 or nah @115858? I’m tired of my shit crashing,"@127219 We'd like to help, but we need more details to start. What exactly is happening and which model do you have? Any steps tried?",information_request,other
50588,50588,50587,Having some battery issues. Any way to check it?,@127348 Hey there! This is certainly not the experience we want you to have. You're in great hands for support. Let's look into this together. Please DM us which Apple device you're using. We look forward to speaking with you soon. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
50592,50592,50591,I find it a little weird how @115858 created glitches in our phones in order to get us to buy a new phone. I’m not buying nothing but you WILL fix my phone.,"@127349 We're here to help. Let us know via DM what is going on, in as much detail as possible, then we'll help out from there. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
50592,50590,50589,I sent you all a message WITH screenshots!,@127349 Thank you for reaching out. We received your DM and will continue to work with you there.,dm_escalation,generic_escalation
50615,50615,50614,y’all really bout to piss me off with this dumbass update. My phone keeps crashing and shutting off,"@127355 Hi there. Let's work on getting your iPhone responding as expected again. We don't want you to miss a call or text or Tweet. Please tap here to DM us, and share which iOS version you're running (Settings &gt; General &gt; About &gt; Version): https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
50617,50617,50616,Before the update my phone would last over a day but now it only lasts half a day again😤 What are you doing to me @115858,"@127356 We know how important it is to maximize battery life. Let's partner up and get to the bottom of this together. To start, can you DM us the iPhone model and exact version of iOS running? Go to Settings &gt; General &gt; About to check. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
50797,50797,50796,@115858 why appsstore cannot update the apps?,"@127399 We want you to be able to update your apps. What happens when you try to update? Also, which iOS version are you using?",troubleshooting,actionable
50801,50801,50800,with the new update still having problem with (notes) fix it,@127400 We're always happy to help. What type of issues are you having with Notes?,information_request,other
50801,50799,50798,I keep links as shown in the photo but when you press on the link the note take U out to the home page,@127400 That's not okay. Let's take a look in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
50803,50803,50802,Sooo @115858 what’s good with my “I️” not working ?,@127401 Let's get your keyboard working right again. Which model do you have and which exact OS version? Any steps tried so far?,information_request,other
50805,50805,50804,IOS update causing phone screen to freeze and apps crashing. What’s the remedy?,@127402 Let's work together. Did you recently update to iOS 11.1? Please send us a DM with your answer. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
50818,50818,50816,Can’t get into apple news on iPhone,@127403 Happy to help. So we're on the same page is this the Apple News app or the website you're attempting to access?,information_request,other
50818,50809,50806,Tried turning phone off and on n nothing,"@127403 Got it, thanks. Which iOS does this occur on? Also, are you getting an error message when you try and open the News app?",troubleshooting,actionable
50818,50808,50810,iOS 11.0.3. No error msg just sits their blank,@127403 Got it. When was the last time you were able to access the News app? And have you moved between countries recently?,information_request,other
50818,50811,50812,"Yesterday , still in same place Los Angeles",@127403 Thanks for clarifying. Let's go ahead and delete and reinstall the News app: https://t.co/fUZ0NRJxcn,troubleshooting,actionable
50818,50813,50815,It’s working again thx,@127403 Excellent! We're glad to hear that. You're most welcome! Enjoy the rest of your day.,other,other
50821,50821,50819,IOS new update have some problems. Have to charge the phone 3 times a day. Before it was just once.,@127404 We understand how important battery life is. What is the exact version you updated to? https://t.co/ZTw54HL4Rm,troubleshooting,actionable
50821,50820,50822,I have Iphone 7 updated to ios 11.1. After the news IOS released this year battery problem raised.,@127404 Thanks for the information. Try following the steps in this link and DM us if issues persist after that: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT,troubleshooting,generic_escalation
50824,50824,50823,"Hey @115858 any chance of getting an iOS11 update so that my 6s will stop freezing up, and where I can make calls without having to reset????",@127405 We're here to help you. Please DM us the version of iOS 11 you're using and we can go from there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
50826,50826,50825,the new update makes my phone freeze so i have to reset my phone 3 times everyday and I can’t hear people during phone calls,"@127406 You’ve come to the right place for help. To begin, tell us the version of iOS 11 your iPhone is on, and we’ll go from there.",other,other
50829,50829,50827,Touchscreen OS 11.3 balky. Sometime have to press or hit the screen several times or even quit 2 get response. Keyboard off 2,"@127407 Let us know via DM which device this is on, then we can take a look at this with you from there. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
50829,50828,50830,I-pad air 1,@127407 We've received your DM and will continue to work with you there.,dm_escalation,generic_escalation
50833,50833,50831,@115858 what does this error message mean on my iPhone 8? https://t.co/2eTSFeDUnt,@127408 Great question. Just means it can't access that purchase or item from the App Store. Did you attempt to purchase something?,information_request,other
50833,50832,50834,I just switched to the iPhone 8 and haven’t purchased anything. I deleted the last couple apps I downloaded but didn’t work :(,"@127408 We've checked our systems, (https://t.co/7NVrDovSd8) and everything looks good on our end. Send us a DM so we can troubleshoot. https://t.co/GDrqU22YpT",troubleshooting,generic_escalation
50836,50836,50835,con la nueva version de sistema tarda 3 minutos en descargar video de 14 segundos. Como regreso a anterior?,@127409 Thank you for reaching out to us. We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj,link_resource,actionable
50843,50843,50841,I can receive on my facetime - MacBook air. However if I try to vidcall the other person won't get my call. What can I do?,@127411 We're here for you. Check out this article for help with FaceTime: https://t.co/9TOn04wzxN,troubleshooting,actionable
50843,50839,50837,Thank you for the reply. That Page was thé first thing I have double checked. I can connect with a contact. But that contact gets nothing..,"@127411 Thanks for trying those steps. Is this happening with one contact, or all contacts? Have you restarted your MacBook Air?",troubleshooting,actionable
50843,50838,50840,It was happening with all contacts. After two restarts and adjustmenten of time (again) it seems to be working flawless. Thank u 4 your time,"@127411 We're glad to see that it's working again. Please let us know if you run into any other trouble, and we'll be here to help.",other,other
50847,50847,50844,why has IOS 11 ruined my phone. 12 months no issue. Since I’ve installed that crap my phone freezes and keep having restore,"@127412 Hey Steven, we'd like to help get to the bottom of these issues. Which iOS version are you currently running on your iPhone?",information_request,other
50847,50845,50848,nothappy,@127412 Let's continue working on this in DM. Let us know which iPhone you have and your country to continue. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
50850,50850,50849,"Dear @115858, since the latest iOS update, my phone is crap. Apps are slow, I can’t see half my photos, plus battery drains fast. Fix it! 😡😡😡",@127413 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
50852,50852,50851,ok I love that app too... cc.,@127414 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
50855,50854,50853,can u acknowledge that you're looking into a solution for this!? It is very frustrating to not be able to type work emails!!!,@127415 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
50860,50860,50859,are you going to fix our phones from glitching ???,@127417 Let's see what's going on. Let us know more about what is happening with your iPhone.,other,other
50863,50863,50861,My phone is frozen thanks to the new update. I can't even hard reset it.,@127418 We're here for you. Which iPhone model do you have? What's happening that is causing you to force a restart?,troubleshooting,actionable
50863,50862,50864,I didn’t see this cause I couldn’t use my phone but my carrier fixed it. Thanks,@127418 Great to hear you're back up and running. Thanks for the update!,troubleshooting,actionable
50867,50867,50865,this last update is terrible! So many bugs! Fix it! Please!,"@127419 If you're having issues, we'd love to assist. What exactly is going on with your iPhone? What issues are you experiencing?",information_request,other
50867,50866,50868,If it gets turned on the side it sticks there. In iMessage we can’t scroll to the newest message without closing iMessage and going back in again.,@127419 Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
50871,50871,50869,Getting a glitch on iOS 11.1 where my home button is functioning as media keys for playback on music. This is annoying. (cc:@115858),"@127420 We're here for you. To be sure we understand, it sounds like pressing Home button is playing and pausing music. Is that right?",information_request,other
50871,50870,50872,That’s correct and also skipping to the next song,"@127420 Does this occur when the screen is locked, unlocked, or both? Also, which type of iPhone do you have? https://t.co/GDrqU22YpT",information_request,actionable
50875,50874,50873,sorry I’m just now seeing this but I took it to my local apple store and they fixed it!! thank you!!,@127421 We're glad you were able to get the issue resolved. Feel free to reach out to us anytime you need assistance.,other,other
50878,50878,50877,IPhone 5s reseting after few min. since updgrade iOS11 from ios10. Any solution? No Apple store near. I’m from Canary Islands.,@127422 We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,troubleshooting,generic_escalation
50883,50880,50879,@AppleSupport  https://t.co/NAmOVlIDMr,@127423 Let's take a look at this for you. Reach out to us in DM.,dm_escalation,generic_escalation
51623,51623,51621,what is this??? I,@127589 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,troubleshooting,actionable
51623,51622,51624,11.1,"@127589 Does this only happen in one specific App, or multiple Apps?",information_request,other
51623,51625,51626,In every app except iMessage,"@127589 Let's take a deeper look!  To begin, feel free to DM us what country you're currently located in: https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
51628,51628,51627,"hey..um my bookmarks and reading list are all gone and i didn’t connect them to icloud, is there any way to get them back?",@127590 We can certainly help look into this with you. DM us &amp; tell us more about how this happened. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
51630,51630,51629,"Really dislike feature Brightness adjusts up/down automatically on the iPhone6. If I wanted it darker, I’d adjust it myself.",@127591 It sounds like Auto-Brightness is enabled. Check this out for how to disable that feature: https://t.co/bkqEVCrK2l,troubleshooting,actionable
51633,51633,51631,"Please fix this issue, it's soooo annoying !!",@127592 We'll be happy to assist as best we can. Are you updated to iOS 11.1? We released that yesterday.,troubleshooting,actionable
51633,51632,51634,Yes I'm.,@127592 Thanks. Let's move to a DM and we'll look into this further. Please tap here to continue: https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
51637,51637,51635,seriously how can I stop my phone correcting We to W.E??? I don’t have it as a shortcut or anything,"@127593 Let's work together to help resolve this. To start, which version of iOS are you running on your iPhone?",information_request,other
51637,51636,51638,11.0.3,@127593 Thank you for that information. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
51642,51642,51640,"apple music got renewed a couple of days ago, but unable to access it right now",@127594 We want to help you get back to enjoying your Apple Music! Which device are you accessing it on? Do you get an error message?,information_request,other
51642,51641,51643,"It's fixed for now, thanks.",@127594 Sorry for the confusion. It looks like we missed your last message. Glad to hear all is well with your Apple Music!,other,other
51645,51645,51644,@116333  apple watch burning wrist for my fellows @ WA . Please suggest ..,@127595 We would like to get more details to see how we can help. Meet us in DM to get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
51647,51647,51646,Bluetooth connectivity issues after updating iOS,@127596 We want to help.  Are you updated to iOS 11.1?  What are you experiencing with Bluetooth?,troubleshooting,actionable
51650,51650,51648,HOW DO I FIX THIS SOMEONE HELP,@127597 Let's dive into this issue together. Which iOS version is your device currently running?,information_request,other
51650,51649,51651,I just updated it to 11.1.1 but it was happening before then too,@127597 Thanks for letting us know. Send us a DM and we'll continue this conversation there. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
51661,51655,51653,SAMEEEE WTFFF please help us,@127599 We'd like to see if we can help. DM us the device you're experiencing this on and we'll get started. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
51663,51663,51662,@115858 get ur shit together and fix everyone’s phone because I am so sick of my phone autocorrecting “i” to “I️” OK? OK,@127602 We can look into this with you. Can you please message us in DM? https://t.co/GDrqU22YpT,information_request,guided_escalation
51665,51665,51664,Mais um celular com a bateria fodida ajuda nois,"@127603 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",link_resource,actionable
51672,51672,51671,this new update is a mess my phone has a frozen notification on the screen and running very unstable. help please,@127604 We're here to get you back to enjoying the iPhone. Does the iPhone still respond to touch at all?,information_request,other
51672,51668,51666,I did a soft reset and it came back decent,"@127604 When you say decent, does that mean the issue is resolved or are you still experiencing slowness or sluggishness?",information_request,other
51672,51667,51669,It’s running very sluggish,@127604 Let's continue in DM then so we may better assist you https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
51676,51676,51675,I have to hard restart my 6s almost daily because of all the bugs in iOS 11 &amp; it seems like there’s no fix from @115858 any time soon!,@127605  That's not the experience we want you to have.  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,troubleshooting,generic_escalation
51676,51674,51673,I’ll dm you if there’s any problem after i update it,@127605 That sounds like a plan. Keep us in the loop. Thanks and take care.,other,other
51678,51678,51677,@115858 Yo wassup with this I️ shit? What’s good,@127606 We'd like to look in to this with you. Which iOS version is currently installed? Let us know in DM. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
51681,51681,51679,All of my pictures magically got deleted somehow. ??? What the shit? I go from 3K to 600 fuck is up?,@127607 What happened before they were deleted?  Are you able to see those photos at https://t.co/tmRhWEkIq4 if you log in there?,information_request,actionable
51681,51680,51682,Not much help at all. It just talks about deleting all of my pictures at once or from a desktop,@127607 Not to worry! We'll get to the bottom of this. Let's move to DM. Send us the exact alert from https://t.co/tmRhWEkIq4 https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
51684,51684,51683,Just updated to iOS11.1 & now my 6s plus is stuck at Apple screen. I tried hard restart a few times but nothing PLEASE HELP!!,"@127608 We want your iPhone to be working as expected. Send us a DM, and we'll start there. https://t.co/GDrqU22YpT",dm_escalation,generic_escalation
51686,51686,51685,"Help! Everytime I type ""I"", a box showing an A and a question mark pop up. And displays as a barcode. Please fix asap!",@127609 We've received your DM and will continue working with you there. Look for a reply from us shortly.,dm_escalation,generic_escalation
51688,51688,51687,@115858 needs to fix this damn I️ glitch,@127610 DM us using the link below. We're glad to look into things with you. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
51692,51692,51691,my phone is updated so WHY AM I SEEING BOXES??,@127611 Hi. We are here to help. Can you please give us some specifics of what is occurring on your device?,information_request,other
51692,51690,51689,"When I type “I” or see tweets, messages, etc with “I” in it.. it’s a box.",@127611 Thank you. Please send us a DM with which device and exact software version you’re using. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
51694,51694,51693,this happens when my phone types the letter “eye” by itself @115858 annoying i’m trying to talk abt myself https://t.co/7PukWqeQQK,@127612 Thanks for reaching out! Let us help with your iPhone. DM us your exact iOS version to proceed. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
51696,51696,51695,I swear y’all need to fix(i ) this like right fucking now I can’t even message my manager on group me without looking dumb,@127613 Let's work together to find the best solution. DM us with what type of device you're using. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
51699,51699,51697,"@115858 Here's a thought: new phone numbers in iOS default to ""home fax."" Maybe that's something you could fix please, or is an inside joke?",@127614 Let's take a closer look together. What's your model and exact OS version number? Any steps tried so far?,information_request,other
51699,51698,51700,"iPhone SE version 10.3.1. As far as I know this is something that happens with my friends' iPhones as well, so haven't tried anything...","@127614 So that we can take a deeper look, feel free to DM us when you first noticed this behavior occurring. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
51699,51701,51702,"Everyone I ask sees the same thing, seems to be a default setting on the OS. I'm not interested in troubleshooting my specific phone thanks!",@127614  Direct Message us when you're ready. We'd like to narrow this down. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
51705,51705,51703,why since my 7s was updated am I having trouble sending picture messages? It freezes when I try to select person to send to.,@127615 We can help with MMS. Which version of the iOS are you currently running? You can check in Settings &gt; General &gt; About &gt; Version,troubleshooting,actionable
51705,51704,51706,11.0.3 (15A432) Last night my keyboard disappeared while trying to text so I reset the phone settings. Still having problems.,@127615 Thanks. We’ll want to update to iOS 11.1 and then test again. Be sure to back up beforehand. DM us if the issue persists. https://t.co/GDrqU22YpT,troubleshooting,generic_escalation
51709,51708,51707,So is the iOS confusing the letter I for this emoji?!?!?,@127616 We want to work on this with you. Join us in DM to continue. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
51711,51711,51710,help my phone. I can’t fix it obviously,@127617 We're glad to look into this with you! Please DM us. Let us know which iPhone you're using to proceed. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
51713,51713,51712,@115858 your liverpool store customer service is appalling,@127618 Reach out to us via DM so we can take a look in to this with you. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
52189,52188,52187,I’m in the same boat.,"@127735 Thank you for the screenshot. Please try powering off your iPhone and restarting. Once that is done, try downloading the app again and let us know the result.",troubleshooting,actionable
52189,52186,52185,Already did. And it keeps asking for Touch ID,"@127735 When you use the Touch ID to install, does it still fail? Go to Settings &gt; General &gt; Date &amp; Time. Check to make sure the correct time zone is selected for your location. Please send us a DM and we'll continue there. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
52259,52259,52257,"I have iOS 11.0.3 and my keyboard keeps autocorrecting the letter i to a weird symbol similar to ""A ?"" and it won't change.",@127752 We want your keyboard to respond correctly.  Please check to see if you have an update under Settings &gt; General &gt; Software Update,troubleshooting,actionable
52259,52258,52260,There’s an update available for 11.1 but friends that already updated are experiencing the same issue.,@127752 Understood. Please DM us and we will continue from there. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
52262,52262,52261,Has anyone noticed random iPhone autocorrect issues? @115858,@127753 We can help. Hop in DM with us and we'll pick up there. Click here: https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
52265,52265,52263,Help . My iPhone 6 will connect to unsecured wifi networks but not those requiring a password. “Invalid password” every time. (IOS 11.03).,@127754 We'll be happy to assist as best we can. We did release iOS 11.1. You might try updating using iTunes and see if that helps.,troubleshooting,actionable
52265,52264,52266,"I’ve updated to iOS 11.1. Still get “Invalid password “, even after resetting network setting and ‘forget this network’ and trying again to join. Nothing works.","@127754 Thanks for keeping us updated. To clarify, is your iPhone unable to connect to multiple networks requiring a password?",troubleshooting,actionable
52265,52267,52268,That’s correct. It will join unsecured networks but not two different ones requiring a password.,@127754 Let's look further into this together. Please join us in DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
52273,52273,52272,can you please help me,@127756 We've received your DM and we can happily help. We'll follow up with you there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
52277,52277,52274,@115858 I’ll donate 5 dollars to your favourite charity if you can fix Bluetooth turning on randomly under iOS 11 #fixit #iPhone #iOS11,@127757 Are you turning it off in Control Center? That would just disconnect you from any current connections: https://t.co/G7BHuQnDS6,information_request,actionable
52277,52275,52278,"Seems to turn on randomly while on a transit bus or lrt even though I tell it not to, as I’m not driving.",@127757 Check out this link for more information on that: https://t.co/G7BHuQnDS6,troubleshooting,actionable
52280,52280,52279,Has @115858 figured out this “eye” thing yet. Almost through my phone cuz it’s getting on my nerves. Also is FT working for ppl? Mine is gone,@127758 We'd be happy to look into this with you. Can you DM us the exact version of iOS you are running? https://t.co/GDrqU22YpT,information_request,guided_escalation
52282,52282,52281,"так ты и фоточки туда переносишь, бекапы?",@127759 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,link_resource,actionable
52285,52285,52284,plzzz explain to me why I cannot see the letter “I” but instead I get an A and a question mark in a box??,@127760 We'd like to look in to this with you. Which iOS version is currently installed? Let us know in DM. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
52287,52287,52286,Desde que actualice a iOS 11 mi iPhone se volvió lento. Me recuerda a los viejos Samsung! Que está pasando?,@127761  We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,link_resource,actionable
52290,52290,52288,Dear @115858 I can turn my own Bluetooth&amp;wifi on/off.. and please give me back my ringer volume buttons. K thanks,"@127762 Happy to help, head to Settings &gt; Sounds &amp; Haptics and make sure that ""Change with Buttons"" is turned on.",troubleshooting,actionable
52290,52289,52291,thank you!!,@127762 You're welcome. Feel free to reach out if you have a question in the future. We'll be here for you. Enjoy your day!,other,other
52294,52294,52292,running the app is eating all kinds of extra battery life on my iPhone 7. Didn’t notice it til a couple of days ago,@127763 Let's take a look at this together! Which iOS version is currently on your iPhone?,information_request,other
52294,52293,52295,It’s 11.0.3,"@127763 Let's have you update to 11.1 per the following article, then see if the issue continues or not. https://t.co/80YRnjDFDk",troubleshooting,actionable
52294,52296,52297,I’ll do that when I get access to WiFi later today,@127763 Great! Feel free to reference this article if you need assistance with updating using your Wi-Fi network. https://t.co/Ui1yTnOCUz,link_resource,actionable
52294,52298,52299,Updated and it’s still doing the same thing,@127763 Got it. Send us a DM and we'll continue to work together on this from there. We're eager to help resolve this. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
52302,52302,52300,"the new IOS software has completely screwed my phone up - slow, crashes, calls don't get recognised...","@127764 We'd like to look into this with you. Did you already complete the update that was just released, iOS 11.1?",troubleshooting,actionable
52307,52305,52303,I’m guessing this isn’t from you,@127765 This appears to be a phishing attempt. This article explains how to identify and report them: https://t.co/LNMCdqt6fD,link_resource,actionable
52307,52304,52306,I’ve forwarded it to the phishing email account that you guys have.,@127765 Thank you! We appreciate the submitted information.,other,other
52310,52310,52308,Yung wassup with the letter “I”???,@127766 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,troubleshooting,actionable
52310,52309,52311,11.1,"@127766 Go ahead and DM us your country, and we'll continue working there. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
52314,52314,52312,Aye @115858 that update yesterday didn’t fix the battery issue at all. Y’all need to do something ASAP,@127767 We can help. We're you able to go through the article we sent you?,information_request,other
52314,52313,52315,Yes I did. Didn’t help.,@127767 Let's take a look at this further. Reach out to us in DM. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
52319,52319,52317,every time “eye” type “eye” it’s turns to I... HELP!,@127768 We'll be happy to assist. When did this start to happen? Are you running iOS 11.1 yet?,information_request,other
52319,52318,52320,Started last night after the update!,"@127768 Alright, go ahead and send us a DM. Please include which country you're located in. Thanks! https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
52324,52324,52322,Hey @115858 if you guys could A. Fix this thing that’s happening when I️ type an I️ in a sentence that’d be cool.,@127769 We'd like to look into this with you. What is your current iOS version? Find it at Settings &gt; General &gt; About.,troubleshooting,actionable
52324,52323,52325,11.0.3,"@127769 OK, let's update to the most recent iOS using these steps: https://t.co/80YRnjDFDk",troubleshooting,actionable
52324,52326,52327,You guys have already messaged me in a DM about this and had me do this. It didn’t work. Literally 3 times you’ve recommended this.,"@127769 It's important to have the latest software installed. If you'd like to continue together, please DM us &amp; we'll pick back up there. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
52324,52328,52329,I have the latest software.,@127769 The latest iOS version that's out is iOS 11.1. We'll be more than happy to assist you further with this issue. Please DM us. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
52959,52959,52958,"With the new update, turning on wi-fi disables data and we have to manually go through settings and turn it back on ! :( Help",@127928 We'd like to learn more about this situation. Send us a DM with all the details you can provide. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
52962,52962,52960,", hey guys. Think I’m having a problem with my keyboard and can’t find a fix. Anytime I type “I” like this, I get this auto",@127929 We know keyboard funtionality is important and want to help. Which iOS version is installed?,troubleshooting,actionable
52962,52961,52963,11.0.1,@127929 We see that an update is available and recommend installing it. Check out the following article: https://t.co/80YRnjDFDk,troubleshooting,actionable
52962,52964,52965,"Okay, so you’ve tricked me into upgrading which did absolutely nothing for the problem (which you probably knew going in) so now what?",@127929 Thanks for trying that step! Join us in DM with the country that you're located in. We can continue there. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
52968,52968,52966,aftr iOS update I get blnk scrn evry time I get calls simultaneously.,@127930 Thanks for reaching out. Let us know if this helps: https://t.co/OWRDHWSt4h,link_resource,actionable
52968,52967,52969,"Already tried earlier,but it is same.","@127930 Alright, go ahead and send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT",dm_escalation,generic_escalation
52971,52971,52970,"Honestly, @115858 I’m not understanding these new autocorrects  that are popping up suddenly. Fix I.T please! 🤦🏽‍♀️",@127931 We'd like to help. Could you Direct Message us and let us know what iOS version you're on? https://t.co/GDrqU22YpT,information_request,guided_escalation
52973,52973,52972,Nah someone explain this shit rn!?!?,@127932 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,troubleshooting,actionable
52975,52975,52974,Ayo - since updating to iOS11 my 7+ almost always dies around the 17/18% battery mark. Any solutions?,@127933 We'd like to take a closer look at your battery issues. DM us and we'll get started. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
52981,52978,52977,can you guys help my guy,@127934 Thanks for reaching out to Apple Support. What can we help you with today?,information_request,other
52983,52983,52982,Anybody else experiencing the bug where the letter I turning into a weird set of glyphs? Igate,@127936 That's not the experience we want you have with iOS 11. Follow us to DM and we'll get started. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
52986,52986,52985,excuse me,@127937 Join us in DM and let us know which country you are located in. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
52991,52991,52989,@115858 I️ I️ I️ I️ I️ HELP WHAT DIS,@127939 Let's get to the bottom of this. What device are you experiencing this on? Reply in DM to get started. https://t.co/GDrqU22YpT,information_request,guided_escalation
52991,52988,52987,The letter eye,@127938 Thanks for reaching out. DM which specific iOS version you are suing at this time so we can help. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
52993,52993,52992,Eye shouldn’t have to spell eye in replace of the actual letter lol fix yo shit @115858,"@127940 We're here to help with any issues you may be having. To get things started, what device and OS version are you using?",information_request,other
52995,52995,52994,"Updated my phone and now it’s 10,000X’s slower.",@127941 That's not the type of experience that we'd like for you to have. Meet us in DM. Click here: https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
52998,52998,52996,@115858 tf is going on with my keyboard... fix it,@127942 What issues are you experiencing with your keyboard? We'd like to see how we can be helpful.,information_request,other
52998,52997,52999,The keyboard won’t let me type the letter I every time I try I get these stupid little question marks instead,@127942 We would like to look deeper into this with you. Let us know in DM if you have predictive text enabled. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
53001,53001,53000,@115858 wtf is this shit? Why would I️ want my “I️” turning into anything other than an “I️”? https://t.co/hgEi1bEm6u,@127943 We'd be happy to look into this with you. Please send us a DM with what version of iOS you are on. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
53003,53003,53002,I need @115858 to understand these boxes are messing up tweets and captions. Fix it!,@127944 We're here for you and happy to help. Send us a DM and let us know what you mean regarding the boxes. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
